-12,1576073349.0271955
-10,1576073349.0289607
-10,1576073349.0308902
-10,1576073349.0318654
-10,1576073349.0328658
-10,1576073349.0338597
-10,1576073349.0348577
-10,1576073349.0358667
-10,1576073349.0368712
-10,1576073349.0378735
-10,1576073349.0388665
-10,1576073349.0398672
-10,1576073349.04086
-10,1576073349.041867
-10,1576073349.0428605
-10,1576073349.043869
-10,1576073349.0448813
-10,1576073349.045866
-10,1576073349.04687
-10,1576073349.0478668
-10,1576073349.0488677
-10,1576073349.049886
-10,1576073349.0508676
-10,1576073349.0518727
-10,1576073349.052861
-10,1576073349.0538595
-10,1576073349.0548632
-10,1576073349.055875
-10,1576073349.05691
-10,1576073349.0578601
-10,1576073349.0589042
-10,1576073349.0600846
-10,1576073349.0610535
-10,1576073349.0620618
-10,1576073349.062903
-10,1576073349.063909
-10,1576073349.0649004
-10,1576073349.0659049
-10,1576073349.0669045
-14,1576073349.0679166
-14,1576073349.0688732
-14,1576073349.0699058
-14,1576073349.0708997
-14,1576073349.0719182
-14,1576073349.072875
-14,1576073349.0738668
-14,1576073349.0748687
-14,1576073349.0758662
-14,1576073349.0768616
-14,1576073349.0778604
-14,1576073349.0788603
-14,1576073349.0798717
-14,1576073349.0808628
-14,1576073349.0818596
-14,1576073349.0828624
-14,1576073349.083865
-14,1576073349.0848606
-14,1576073349.0858722
-14,1576073349.0868654
-14,1576073349.0878675
-14,1576073349.0888615
-14,1576073349.0898604
-14,1576073349.0908651
-14,1576073349.0918636
-14,1576073349.0928612
-14,1576073349.093875
-14,1576073349.0948713
-14,1576073349.0958655
-14,1576073349.0968611
-14,1576073349.097863
-14,1576073349.098864
-14,1576073349.0998538
-14,1576073349.1008604
-14,1576073349.1018515
-14,1576073349.1028485
-14,1576073349.103852
-14,1576073349.104861
-14,1576073349.1058466
-14,1576073349.1068513
-14,1576073349.1078522
-14,1576073349.1088502
-14,1576073349.109847
-14,1576073349.1108472
-14,1576073349.1118503
-14,1576073349.1128473
-14,1576073349.1138487
-14,1576073349.1148493
-14,1576073349.115856
-14,1576073349.1168487
-14,1576073349.117848
-14,1576073349.1188493
-14,1576073349.1198504
-14,1576073349.1208491
-14,1576073349.121848
-14,1576073349.1228518
-14,1576073349.1238518
-14,1576073349.1248486
-10,1576073349.1258485
-10,1576073349.126851
-10,1576073349.1278546
-10,1576073349.1288497
-10,1576073349.12985
-10,1576073349.1308508
-10,1576073349.1318517
-10,1576073349.1328495
-14,1576073349.1338537
-14,1576073349.1348476
-14,1576073349.1358542
-14,1576073349.1368487
-14,1576073349.1378496
-14,1576073349.1388493
-14,1576073349.1398516
-14,1576073349.1408517
-14,1576073349.1418486
-14,1576073349.1428502
-14,1576073349.143854
-14,1576073349.1448488
-14,1576073349.1458488
-14,1576073349.1468506
-14,1576073349.147853
-14,1576073349.1488492
-14,1576073349.1498559
-14,1576073349.1508489
-14,1576073349.151853
-14,1576073349.152849
-14,1576073349.15385
-14,1576073349.1548533
-14,1576073349.1558733
-14,1576073349.1568546
-14,1576073349.1578498
-14,1576073349.158851
-14,1576073349.159853
-14,1576073349.1608498
-14,1576073349.1618521
-14,1576073349.1628492
-14,1576073349.1638649
-14,1576073349.1648507
-14,1576073349.165854
-14,1576073349.1668496
-14,1576073349.1678414
-14,1576073349.1688514
-14,1576073349.169864
-14,1576073349.1708643
-14,1576073349.1718616
-14,1576073349.172864
-14,1576073349.1738505
-14,1576073349.1748486
-8,1576073349.1758537
-8,1576073349.176864
-8,1576073349.1778517
-8,1576073349.1788497
-8,1576073349.1798544
-8,1576073349.1808634
-8,1576073349.1818504
-8,1576073349.1828504
-8,1576073349.183854
-8,1576073349.1848524
-8,1576073349.185853
-8,1576073349.186861
-8,1576073349.187854
-8,1576073349.1888504
-8,1576073349.18985
-8,1576073349.1908598
-8,1576073349.1918535
-8,1576073349.1928596
-8,1576073349.193853
-8,1576073349.1948907
-8,1576073349.1958702
-8,1576073349.1968508
-8,1576073349.1978524
-8,1576073349.198858
-8,1576073349.199855
-8,1576073349.2008653
-8,1576073349.2018657
-8,1576073349.2028508
-8,1576073349.2038605
-8,1576073349.2048655
-8,1576073349.2058525
-8,1576073349.2068677
-8,1576073349.2078543
-8,1576073349.2088706
-8,1576073349.209867
-8,1576073349.2108693
-8,1576073349.2118595
-8,1576073349.212866
-8,1576073349.2138684
